DUMMY,taxon_order,category,species_code,primary_com_name,sci_name
,585,species,mauduc1,Mauritius Duck,Anas theodori
,586,species,andtea1,Andaman Teal,Anas albogularis
,587,species,suntea1,Sunda Teal,Anas gibberifrons
,588,species,gretea1,Gray Teal,Anas gracilis
,591,hybrid,x00926,Pacific Black Duck x Gray Teal (hybrid),Anas superciliosa x gracilis
,592,species,chetea1,Chestnut Teal,Anas castanea
,595,hybrid,x00925,Pacific Black Duck x Chestnut Teal (hybrid),Anas superciliosa x castanea
,596,hybrid,x00913,Gray x Chestnut Teal (hybrid),Anas gracilis x castanea
,597,slash,y00368,Gray/Chestnut Teal,Anas gracilis/castanea
,598,species,bertea1,Bernier's Teal,Anas bernieri
,599,species,auitea1,Auckland Islands Teal,Anas aucklandica
,600,species,caitea1,Campbell Islands Teal,Anas nesiotis
,601,species,brotea1,Brown Teal,Anas chlorotis
,602,hybrid,x00878,Mallard x Brown Teal (hybrid),Anas platyrhynchos x chlorotis
,603,spuh,anas1,Anas sp.,Anas sp.
,604,spuh,teal,teal sp.,Anatidae sp. (teal sp.)
,605,spuh,dabduc1,dabbling duck sp.,Anatidae sp. (dabbling duck sp.)
,606,species,pieduc1,Pink-eared Duck,Malacorhynchus membranaceus
,607,species,martea1,Marbled Teal,Marmaronetta angustirostris
,608,species,pihduc1,Pink-headed Duck,Rhodonessa caryophyllacea
,609,species,whwduc1,White-winged Duck,Asarcornis scutulata
,610,species,recpoc,Red-crested Pochard,Netta rufina
,611,hybrid,x00648,Mallard x Red-crested Pochard (hybrid),Anas platyrhynchos x Netta rufina
,612,species,soupoc1,Southern Pochard,Netta erythrophthalma
,615,species,robpoc1,Rosy-billed Pochard,Netta peposaca
,616,species,canvas,Canvasback,Aythya valisineria
,617,species,redhea,Redhead,Aythya americana
,618,hybrid,x00879,Mallard x Redhead (hybrid),Anas platyrhynchos x Aythya americana
,619,hybrid,x00684,Canvasback x Redhead (hybrid),Aythya valisineria x americana
,620,species,compoc,Common Pochard,Aythya ferina
,621,hybrid,x01000,Mallard x Common Pochard (hybrid),Anas platyrhynchos x Aythya ferina
,622,hybrid,x00373,Red-crested x Common Pochard (hybrid),Netta rufina x Aythya ferina
,623,species,rinduc,Ring-necked Duck,Aythya collaris
,624,hybrid,x01001,Mallard x Ring-necked Duck (hybrid),Anas platyrhynchos x Aythya collaris
,625,hybrid,x00880,Canvasback x Ring-necked Duck (hybrid),Aythya valisineria x collaris
,626,hybrid,x00679,Redhead x Ring-necked Duck (hybrid),Aythya americana x collaris
,627,species,ferduc,Ferruginous Duck,Aythya nyroca
,628,hybrid,x00374,Red-crested Pochard x Ferruginous Duck (hybrid),Netta rufina x Aythya nyroca
,629,hybrid,x00764,Common Pochard x Ferruginous Duck (hybrid),Aythya ferina x nyroca
,630,species,madpoc1,Madagascar Pochard,Aythya innotata
,631,species,baepoc1,Baer's Pochard,Aythya baeri
,632,hybrid,x00838,Ferruginous Duck x Baer's Pochard (hybrid),Aythya nyroca x baeri
,633,slash,y00709,Ferruginous Duck/Baer's Pochard,Aythya nyroca/baeri
,634,species,wheduc1,Hardhead,Aythya australis
,635,hybrid,x00912,Gray Teal x Hardhead (hybrid),Anas gracilis x Aythya australis
,636,species,tufduc,Tufted Duck,Aythya fuligula
,637,hybrid,x00375,Mallard x Tufted Duck (hybrid),Anas platyrhynchos x Aythya fuligula
,638,hybrid,x00376,Red-crested Pochard x Tufted Duck (hybrid),Netta rufina x Aythya fuligula
,639,hybrid,x00683,Common Pochard x Tufted Duck (hybrid),Aythya ferina x fuligula
,640,hybrid,x00652,Ring-necked x Tufted Duck (hybrid),Aythya collaris x fuligula
,641,hybrid,x00839,Ferruginous x Tufted Duck (hybrid),Aythya nyroca x fuligula
,642,species,nezsca1,New Zealand Scaup,Aythya novaeseelandiae
,643,species,gresca,Greater Scaup,Aythya marila
,646,hybrid,x00680,Redhead x Greater Scaup (hybrid),Aythya americana x marila
,647,hybrid,x00779,Ring-necked Duck x Greater Scaup (hybrid),Aythya collaris x marila
,648,hybrid,x00654,Tufted Duck x Greater Scaup (hybrid),Aythya fuligula x marila
,649,species,lessca,Lesser Scaup,Aythya affinis
,650,hybrid,x00678,Redhead x Lesser Scaup (hybrid),Aythya americana x affinis
,651,hybrid,x00613,Ring-necked Duck x Lesser Scaup (hybrid),Aythya collaris x affinis
,652,hybrid,x00653,Tufted Duck x Lesser Scaup (hybrid),Aythya fuligula x affinis
,653,slash,scaup,Greater/Lesser Scaup,Aythya marila/affinis
,654,hybrid,x00377,Canvasback x scaup sp. (hybrid),Aythya valisineria x marila/affinis
,655,hybrid,x00681,Redhead x scaup sp. (hybrid),Aythya americana x marila/affinis
,656,hybrid,x00682,Ring-necked Duck x scaup sp. (hybrid),Aythya collaris x marila/affinis
,657,hybrid,tdxsca1,Tufted Duck x scaup sp. (hybrid),Aythya fuligula x marila/affinis
,658,spuh,aythya1,Aythya sp.,Aythya sp.
,659,species,steeid,Steller's Eider,Polysticta stelleri
,660,species,labduc,Labrador Duck,Camptorhynchus labradorius
,661,species,speeid,Spectacled Eider,Somateria fischeri
,662,species,kineid,King Eider,Somateria spectabilis
,663,hybrid,x00942,Spectacled x King Eider (hybrid),Somateria fischeri x spectabilis
,664,species,comeid,Common Eider,Somateria mollissima
,665,issf,comeid5,Common Eider (Eurasian),Somateria mollissima mollissima
,666,issf,comeid6,Common Eider (Faeroe Is.),Somateria mollissima faeroeensis
,667,issf,comeid1,Common Eider (Pacific),Somateria mollissima v-nigrum
,668,issf,comeid2,Common Eider (Dresser's),Somateria mollissima dresseri
,669,issf,comeid3,Common Eider (Northern),Somateria mollissima borealis
,670,issf,comeid4,Common Eider (Hudson Bay),Somateria mollissima sedentaria
,671,hybrid,x00881,Mallard x Common Eider (hybrid),Anas platyrhynchos x Somateria mollissima
,672,hybrid,x00665,King x Common Eider (hybrid),Somateria spectabilis x mollissima
,673,slash,eider,King/Common Eider,Somateria spectabilis/mollissima
,674,spuh,eider1,eider sp.,Somateria sp.
,675,species,harduc,Harlequin Duck,Histrionicus histrionicus
,676,species,sursco,Surf Scoter,Melanitta perspicillata
,677,species,whwsco3,Velvet Scoter,Melanitta fusca
,678,species,whwsco2,White-winged Scoter,Melanitta deglandi
,679,species,whwsco1,Stejneger's Scoter,Melanitta stejnegeri
,680,hybrid,x00882,Surf x White-winged Scoter (hybrid),Melanitta perspicillata x deglandi
,681,slash,whwsco,Velvet/White-winged/Stejneger's Scoter,Melanitta fusca/deglandi/stejnegeri
,682,slash,whwsco4,White-winged/Stejneger's Scoter,Melanitta deglandi/stejnegeri
,683,species,blksco1,Common Scoter,Melanitta nigra
,684,species,blksco2,Black Scoter,Melanitta americana
,685,slash,dawsco,Surf/Black Scoter,Melanitta perspicillata/americana
,686,slash,blksco,Common/Black Scoter,Melanitta nigra/americana
,687,spuh,scoter,scoter sp.,Melanitta sp.
,688,species,lotduc,Long-tailed Duck,Clangula hyemalis
,689,species,buffle,Bufflehead,Bucephala albeola
,690,species,comgol,Common Goldeneye,Bucephala clangula
,693,hybrid,x00655,Bufflehead x Common Goldeneye (hybrid),Bucephala albeola x clangula
,694,hybrid,x00909,Bufflehead x goldeneye sp. (hybrid),Bucephala albeola x clangula/islandica
,695,species,bargol,Barrow's Goldeneye,Bucephala islandica
,696,hybrid,cxbgol1,Common x Barrow's Goldeneye (hybrid),Bucephala clangula x islandica
,697,slash,y00004,Common/Barrow's Goldeneye,Bucephala clangula/islandica
,698,species,smew,Smew,Mergellus albellus
,699,hybrid,x00378,Common Goldeneye x Smew (hybrid),Bucephala clangula x Mergellus albellus
,700,species,hoomer,Hooded Merganser,Lophodytes cucullatus
,701,hybrid,x00202,Wood Duck x Hooded Merganser (hybrid),Aix sponsa x Lophodytes cucullatus
,702,hybrid,x00424,Bufflehead x Hooded Merganser (hybrid),Bucephala albeola x Lophodytes cucullatus
,703,hybrid,x00425,Common Goldeneye x Hooded Merganser (hybrid),Bucephala clangula x Lophodytes cucullatus
,704,hybrid,x00426,Barrow's Goldeneye x Hooded Merganser (hybrid),Bucephala islandica x Lophodytes cucullatus
,705,hybrid,x00631,goldeneye sp. x Hooded Merganser (hybrid),Bucephala clangula/islandica x Lophodytes cucullatus
,706,hybrid,x00379,Smew x Hooded Merganser (hybrid),Mergellus albellus x Lophodytes cucullatus
,707,species,auimer1,Auckland Islands Merganser,Mergus australis
,708,species,commer,Common Merganser,Mergus merganser
,709,issf,goosan1,Common Merganser (Eurasian),Mergus merganser merganser/orientalis
,712,issf,commer1,Common Merganser (North American),Mergus merganser americanus
,713,hybrid,x00840,Common Eider x Common Merganser (hybrid),Somateria mollissima x Mergus merganser
,714,hybrid,x00726,Hooded x Common Merganser (hybrid),Lophodytes cucullatus x Mergus merganser
,715,species,bramer1,Brazilian Merganser,Mergus octosetaceus
,716,species,rebmer,Red-breasted Merganser,Mergus serrator
,717,hybrid,x00614,Ring-necked Duck x Red-breasted Merganser (hybrid),Aythya collaris x Mergus serrator
,718,hybrid,x00780,Common x Red-breasted Merganser (hybrid),Mergus merganser x serrator
,719,slash,y00224,Common/Red-breasted Merganser,Mergus merganser/serrator
,720,species,scsmer1,Scaly-sided Merganser,Mergus squamatus
,721,spuh,mergan1,merganser sp.,Mergellus/Lophodytes/Mergus sp.
,722,species,blhduc1,Black-headed Duck,Heteronetta atricapilla
,723,species,masduc,Masked Duck,Nomonyx dominicus
,724,species,rudduc,Ruddy Duck,Oxyura jamaicensis
,725,species,andduc1,Andean Duck,Oxyura ferruginea
,726,issf,andduc2,Andean Duck (andina),Oxyura ferruginea andina
,727,issf,rudduc2,Andean Duck (ferruginea),Oxyura ferruginea ferruginea
,728,slash,y00710,Masked/Ruddy Duck,Nomonyx dominicus/Oxyura jamaicensis
,729,species,whhduc1,White-headed Duck,Oxyura leucocephala
,730,hybrid,x00705,Ruddy x White-headed Duck (hybrid),Oxyura jamaicensis x leucocephala
,731,species,macduc1,Maccoa Duck,Oxyura maccoa
,732,species,lakduc1,Lake Duck,Oxyura vittata
,733,slash,y00601,Andean/Lake Duck,Oxyura ferruginea/vittata
,734,species,blbduc1,Blue-billed Duck,Oxyura australis
,735,species,musduc1,Musk Duck,Biziura lobata
,738,spuh,duck1,duck sp.,Anatidae (duck sp.)
,739,spuh,waterf1,waterfowl sp.,Anatidae sp.
,741,species,ausbrt1,Australian Brushturkey,Alectura lathami
,744,species,watbrt1,Wattled Brushturkey,Aepypodius arfakianus
,747,species,brubrt1,Waigeo Brushturkey,Aepypodius bruijnii
,748,species,rebbrt1,Red-billed Brushturkey,Talegalla cuvieri
,751,species,bkbbrt1,Yellow-legged Brushturkey,Talegalla fuscirostris
,756,species,bncbrt1,Red-legged Brushturkey,Talegalla jobiensis
,759,spuh,talega1,Talegalla sp.,Talegalla sp.
,760,species,mallee1,Malleefowl,Leipoa ocellata
,761,species,maleo1,Maleo,Macrocephalon maleo
,762,species,molscr1,Moluccan Megapode,Eulipoa wallacei
,763,species,niuscr1,Tongan Megapode,Megapodius pritchardii
,764,species,micscr1,Micronesian Megapode,Megapodius laperouse
,767,species,nicscr1,Nicobar Megapode,Megapodius nicobariensis
,770,species,tabscr1,Philippine Megapode,Megapodius cumingii
,778,species,sulscr1,Sula Megapode,Megapodius bernsteinii
,779,species,tanscr1,Tanimbar Megapode,Megapodius tenimberensis
,780,species,dusscr1,Dusky Megapode,Megapodius freycinet
,781,issf,dusscr2,Dusky Megapode (Dusky),Megapodius freycinet [freycinet Group]
,785,issf,forscr1,Dusky Megapode (Forsten's),Megapodius freycinet forsteni/buruensis
,788,species,dusscr3,Biak Megapode,Megapodius geelvinkianus
,789,species,melscr1,Melanesian Megapode,Megapodius eremita
,790,species,vanscr1,Vanuatu Megapode,Megapodius layardi
,791,species,negscr1,New Guinea Megapode,Megapodius decollatus
,792,species,orfscr1,Orange-footed Megapode,Megapodius reinwardt
,799,species,placha,Plain Chachalaca,Ortalis vetula
,804,species,grhcha1,Gray-headed Chachalaca,Ortalis cinereiceps
,805,species,chwcha1,Chestnut-winged Chachalaca,Ortalis garrula
,806,species,ruvcha1,Rufous-vented Chachalaca,Ortalis ruficauda
,807,issf,ruvcha2,Rufous-vented Chachalaca (Rufous-vented),Ortalis ruficauda ruficrissa
,808,issf,ruvcha3,Rufous-vented Chachalaca (Rufous-tipped),Ortalis ruficauda ruficauda
,809,species,ruhcha1,Rufous-headed Chachalaca,Ortalis erythroptera
,810,species,rubcha1,Rufous-bellied Chachalaca,Ortalis wagleri
,811,species,wemcha1,West Mexican Chachalaca,Ortalis poliocephala
,812,species,chacha1,Chaco Chachalaca,Ortalis canicollis
,815,species,whbcha1,White-bellied Chachalaca,Ortalis leucogastra
,816,species,colcha1,Colombian Chachalaca,Ortalis columbiana
,817,species,specha3,Speckled Chachalaca,Ortalis guttata
,818,issf,specha6,Speckled Chachalaca (Speckled),Ortalis guttata guttata/subaffinis
,821,issf,specha5,Speckled Chachalaca (Parana),Ortalis guttata remota
,822,species,specha2,East Brazilian Chachalaca,Ortalis araucuan
,823,species,specha4,Scaled Chachalaca,Ortalis squamata
,824,species,varcha1,Variable Chachalaca,Ortalis motmot
,825,species,varcha3,Chestnut-headed Chachalaca,Ortalis ruficeps
,826,species,bubcha1,Buff-browed Chachalaca,Ortalis superciliaris
,827,spuh,chacha2,chachalaca sp.,Ortalis sp.
,828,species,batgua1,Band-tailed Guan,Penelope argyrotis
,832,species,beagua1,Bearded Guan,Penelope barbata
,833,species,baugua1,Baudo Guan,Penelope ortoni
,834,species,andgua1,Andean Guan,Penelope montagnii
,840,species,margua1,Marail Guan,Penelope marail
,843,species,rumgua1,Rusty-margined Guan,Penelope superciliaris
,847,species,refgua1,Red-faced Guan,Penelope dabbenei
,848,species,spigua1,Spix's Guan,Penelope jacquacu
,849,issf,spigua3,Spix's Guan (Grant's),Penelope jacquacu granti
,850,issf,spigua2,Spix's Guan (Spix's),Penelope jacquacu [jacquacu Group]
,854,slash,y00657,Marail/Spix's Guan,Penelope marail/jacquacu
,855,species,cregua1,Crested Guan,Penelope purpurascens
,859,species,caugua1,Cauca Guan,Penelope perspicax
,860,species,whwgua1,White-winged Guan,Penelope albipennis
,861,species,dulgua1,Dusky-legged Guan,Penelope obscura
,864,species,dulgua3,Yungas Guan,Penelope bridgesi
,865,species,whcgua1,White-crested Guan,Penelope pileata
,866,species,chbgua1,Chestnut-bellied Guan,Penelope ochrogaster
,867,species,whbgua1,White-browed Guan,Penelope jacucaca
,868,spuh,penelo1,Penelope sp.,Penelope sp.
,869,species,trpgua1,Trinidad Piping-Guan,Pipile pipile
,870,species,butpig1,Blue-throated Piping-Guan,Pipile cumanensis
,871,species,butpig2,White-throated Piping-Guan,Pipile grayi
,872,slash,btpgua1,Blue-throated/White-throated Piping-Guan,Pipile cumanensis/grayi
,873,species,rtpgua1,Red-throated Piping-Guan,Pipile cujubi
,874,issf,retpig2,Red-throated Piping-Guan (White-crested),Pipile cujubi nattereri
,875,issf,retpig1,Red-throated Piping-Guan (Gray-crested),Pipile cujubi cujubi
,876,slash,y00831,Blue-throated/Red-throated Piping-Guan,Pipile cumanensis/cujubi
,877,species,bfpgua1,Black-fronted Piping-Guan,Pipile jacutinga
,878,species,watgua1,Wattled Guan,Aburria aburri
,879,species,blagua1,Black Guan,Chamaepetes unicolor
,880,species,siwgua1,Sickle-winged Guan,Chamaepetes goudotii
,886,species,higgua1,Highland Guan,Penelopina nigra
,887,species,horgua1,Horned Guan,Oreophasis derbianus
,888,species,noccur1,Nocturnal Curassow,Nothocrax urumutum
,889,species,crecur2,Crestless Curassow,Mitu tomentosum
,890,species,salcur1,Salvin's Curassow,Mitu salvini
,891,species,rabcur2,Razor-billed Curassow,Mitu tuberosum
,892,species,alacur1,Alagoas Curassow,Mitu mitu
,893,species,helcur1,Helmeted Curassow,Pauxi pauxi
,896,species,horcur2,Sira Curassow,Pauxi koepckeae
,897,species,horcur3,Horned Curassow,Pauxi unicornis
,898,species,grecur1,Great Curassow,Crax rubra
,901,species,bubcur1,Blue-billed Curassow,Crax alberti
,902,species,yekcur1,Yellow-knobbed Curassow,Crax daubentoni
,903,species,blacur1,Black Curassow,Crax alector
,906,species,watcur1,Wattled Curassow,Crax globulosa
,907,species,bafcur1,Bare-faced Curassow,Crax fasciolata
,908,issf,bafcur2,Bare-faced Curassow (Belem),Crax fasciolata pinima
,909,issf,bafcur3,Bare-faced Curassow (Bare-faced),Crax fasciolata fasciolata/grayi
,912,species,rebcur1,Red-billed Curassow,Crax blumenbachii
,913,spuh,curass1,curassow sp.,Cracidae sp. (curassow sp.)
,914,spuh,cracid1,Cracidae sp.,Cracidae sp.
,916,species,helgui,Helmeted Guineafowl,Numida meleagris
,917,issf,helgui2,Helmeted Guineafowl (Moroccan),Numida meleagris sabyi
,918,issf,helgui4,Helmeted Guineafowl (West African),Numida meleagris galeatus
,919,issf,helgui3,Helmeted Guineafowl (Helmeted),Numida meleagris meleagris/somaliensis
,922,issf,helgui5,Helmeted Guineafowl (Reichenow's),Numida meleagris reichenowi
,923,issf,helgui6,Helmeted Guineafowl (Tufted),Numida meleagris [mitratus Group]
,928,domestic,helgui1,Helmeted Guineafowl (Domestic type),Numida meleagris (Domestic type)
,929,species,whbgui1,White-breasted Guineafowl,Agelastes meleagrides
,930,species,blagui1,Black Guineafowl,Agelastes niger
,931,species,vulgui1,Vulturine Guineafowl,Acryllium vulturinum
,932,species,plugui1,Plumed Guineafowl,Guttera plumifera
,935,species,cregui3,Eastern Crested Guineafowl,Guttera pucherani
,936,species,cregui2,Western Crested Guineafowl,Guttera verreauxi
,939,species,cregui4,Southern Crested Guineafowl,Guttera edouardi
,942,spuh,cregui1,crested guineafowl sp.,Guttera pucherani/verreauxi/edouardi
,944,species,stopar1,Stone Partridge,Ptilopachus petrosus
,945,issf,stopar2,Stone Partridge (Stone),Ptilopachus petrosus petrosus
,946,issf,stopar3,Stone Partridge (Ethiopian),Ptilopachus petrosus major
,947,species,nahfra2,Nahan's Partridge,Ptilopachus nahani
,948,species,tafqua1,Tawny-faced Quail,Rhynchortyx cinctus
,952,species,mouqua,Mountain Quail,Oreortyx pictus
,953,species,bcwpar1,Buffy-crowned Wood-Partridge,Dendrortyx leucophrys
,956,species,ltwpar1,Long-tailed Wood-Partridge,Dendrortyx macroura
,963,species,bewpar1,Bearded Wood-Partridge,Dendrortyx barbatus
,964,species,banqua1,Banded Quail,Philortyx fasciatus
,965,species,norbob,Northern Bobwhite,Colinus virginianus
,966,issf,norbob1,Northern Bobwhite (Eastern),Colinus virginianus [virginianus Group]
,976,issf,norbob2,Northern Bobwhite (graysoni/nigripectus),Colinus virginianus graysoni/nigripectus
,979,issf,norbob3,Northern Bobwhite (pectoralis Group),Colinus virginianus [pectoralis Group]
,984,issf,masbob1,Northern Bobwhite (Masked),Colinus virginianus [coyoleos Group]
,991,species,bltbob1,Black-throated Bobwhite,Colinus nigrogularis
,996,species,crebob1,Crested Bobwhite,Colinus cristatus
,997,issf,crebob2,Crested Bobwhite (Spot-bellied),Colinus cristatus [leucopogon Group]
,1004,issf,crebob3,Crested Bobwhite (Crested),Colinus cristatus [cristatus Group]
,1018,species,scaqua,Scaled Quail,Callipepla squamata
,1023,hybrid,x00688,Northern Bobwhite x Scaled Quail (hybrid),Colinus virginianus x Callipepla squamata
,1024,species,elequa,Elegant Quail,Callipepla douglasii
,1031,species,calqua,California Quail,Callipepla californica
,1040,hybrid,x01011,Northern Bobwhite x California Quail (hybrid),Colinus virginianus x Callipepla californica
,1041,hybrid,x00687,Scaled x California Quail (hybrid),Callipepla squamata x californica
,1042,species,gamqua,Gambel's Quail,Callipepla gambelii
