DUMMY,taxon_order,category,species_code,primary_com_name,sci_name
,16667,species,wfgtyr1,White-fronted Ground-Tyrant,Muscisaxicola albifrons
,16668,species,ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha
,16671,species,rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex
,16672,issf,rungrt3,Rufous-naped Ground-Tyrant (Chestnut-naped),Muscisaxicola rufivertex occipitalis
,16673,issf,rungrt2,Rufous-naped Ground-Tyrant (pallidiceps),Muscisaxicola rufivertex pallidiceps
,16674,issf,rungrt1,Rufous-naped Ground-Tyrant (Rufous-naped),Muscisaxicola rufivertex rufivertex
,16675,species,dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus
,16676,issf,dafgrt2,Dark-faced Ground-Tyrant (mentalis),Muscisaxicola maclovianus mentalis
,16677,issf,dafgrt3,Dark-faced Ground-Tyrant (maclovianus),Muscisaxicola maclovianus maclovianus
,16678,species,wbgtyr1,White-browed Ground-Tyrant,Muscisaxicola albilora
,16679,species,plcgrt1,Plain-capped Ground-Tyrant,Muscisaxicola alpinus
,16683,species,cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus
,16684,species,bfgtyr1,Black-fronted Ground-Tyrant,Muscisaxicola frontalis
,16685,spuh,ground1,ground-tyrant sp.,Muscisaxicola sp.
,16686,species,rrbtyr1,Red-rumped Bush-Tyrant,Cnemarchus erythropygius
,16689,species,rwbtyr1,Rufous-webbed Bush-Tyrant,Cnemarchus rufipennis
,16692,species,fiediu1,Fire-eyed Diucon,Pyrope pyrope
,16695,species,whrmon2,White-rumped Monjita,Xolmis velatus
,16696,species,whimon1,White Monjita,Xolmis irupero
,16699,species,grymon1,Gray Monjita,Nengetus cinereus
,16702,species,bkcmon1,Black-crowned Monjita,Neoxolmis coronatus
,16703,species,salmon1,Salinas Monjita,Neoxolmis salinarum
,16704,species,rubmon1,Rusty-backed Monjita,Neoxolmis rubetra
,16705,species,chvtyr2,Chocolate-vented Tyrant,Neoxolmis rufiventris
,16706,species,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus
,16712,species,wtstyr1,White-tailed Shrike-Tyrant,Agriornis albicauda
,16715,species,gresht1,Great Shrike-Tyrant,Agriornis lividus
,16718,species,gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus
,16719,issf,gybsht2,Gray-bellied Shrike-Tyrant (andecola),Agriornis micropterus andecola
,16720,issf,gybsht3,Gray-bellied Shrike-Tyrant (micropterus),Agriornis micropterus micropterus
,16721,species,lessht1,Lesser Shrike-Tyrant,Agriornis murinus
,16722,spuh,shrike1,shrike-tyrant sp.,Agriornis sp.
,16723,species,stbtyr1,Streak-throated Bush-Tyrant,Myiotheretes striaticollis
,16726,species,smbtyr1,Santa Marta Bush-Tyrant,Myiotheretes pernix
,16727,species,smbtyr2,Smoky Bush-Tyrant,Myiotheretes fumigatus
,16732,species,rbbtyr1,Rufous-bellied Bush-Tyrant,Myiotheretes fuscorufus
,16733,spuh,myioth2,Myiotheretes sp.,Myiotheretes sp.
,16734,species,whmtyr1,White-headed Marsh Tyrant,Arundinicola leucocephala
,16735,species,piwtyr1,Pied Water-Tyrant,Fluvicola pica
,16736,species,bbwtyr1,Black-backed Water-Tyrant,Fluvicola albiventer
,16737,species,mawtyr1,Masked Water-Tyrant,Fluvicola nengeta
,16740,species,shtgrt1,Shear-tailed Gray Tyrant,Muscipipra vetula
,16741,species,stttyr2,Streamer-tailed Tyrant,Gubernetes yetapa
,16742,species,bawmon3,Black-and-white Monjita,Heteroxolmis dominicana
,16743,species,cottyr1,Cock-tailed Tyrant,Alectrurus tricolor
,16744,species,stttyr1,Strange-tailed Tyrant,Alectrurus risora
,16745,species,crocht1,Crowned Chat-Tyrant,Silvicultrix frontalis
,16746,issf,crocht2,Crowned Chat-Tyrant (Crowned),Silvicultrix frontalis frontalis/albidiadema
,16749,issf,crocht3,Crowned Chat-Tyrant (Kalinowski's),Silvicultrix frontalis spodionota/boliviana
,16752,species,jelcht1,Jelski's Chat-Tyrant,Silvicultrix jelskii
,16753,species,gobcht1,Golden-browed Chat-Tyrant,Silvicultrix pulchella
,16756,species,yebcht1,Yellow-bellied Chat-Tyrant,Silvicultrix diadema
,16762,species,pattyr2,Patagonian Tyrant,Colorhamphus parvirostris
,16763,species,tumtyr2,Tumbes Chat-Tyrant,Ochthoeca salvini
,16764,species,slbcht2,Chestnut-bellied Chat-Tyrant,Ochthoeca cinnamomeiventris
,16765,species,slbcht1,Blackish Chat-Tyrant,Ochthoeca nigrita
,16766,species,slbcht3,Maroon-belted Chat-Tyrant,Ochthoeca thoracica
,16769,species,rbctyr1,Rufous-breasted Chat-Tyrant,Ochthoeca rufipectoralis
,16777,species,bbctyr1,Brown-backed Chat-Tyrant,Ochthoeca fumicolor
,16782,species,bnbcht2,Rufous-browed Chat-Tyrant,Ochthoeca superciliosa
,16783,species,dorcht1,d'Orbigny's Chat-Tyrant,Ochthoeca oenanthoides
,16786,species,pictyr1,Piura Chat-Tyrant,Ochthoeca piurae
,16787,species,wbctyr1,White-browed Chat-Tyrant,Ochthoeca leucophrys
,16794,spuh,chatty1,chat-tyrant sp.,Silvicultrix/Ochthoeca sp.
,16795,species,lottyr1,Long-tailed Tyrant,Colonia colonus
,16801,species,stftyr1,Short-tailed Field Tyrant,Muscigralla brevicauda
,16802,species,lahfla2,Large-headed Flatbill,Ramphotrigon megacephalum
,16807,species,rutfla1,Rufous-tailed Flatbill,Ramphotrigon ruficauda
,16808,species,flafly1,Flammulated Flycatcher,Ramphotrigon flammulatum
,16809,species,dutfla1,Dusky-tailed Flatbill,Ramphotrigon fuscicauda
,16810,spuh,rampho1,Ramphotrigon sp.,Ramphotrigon sp.
,16811,species,rutatt1,Rufous-tailed Attila,Attila phoenicurus
,16812,species,cinatt1,Cinnamon Attila,Attila cinnamomeus
,16813,species,ochatt1,Ochraceous Attila,Attila torridus
,16814,species,cibatt1,Citron-bellied Attila,Attila citriniventris
,16815,species,ducatt1,Dull-capped Attila,Attila bolivianus
,16818,species,gyhatt1,Gray-hooded Attila,Attila rufus
,16821,species,brratt1,Bright-rumped Attila,Attila spadiceus
,16822,issf,brratt2,Bright-rumped Attila (Northern),Attila spadiceus [flammulatus Group]
,16833,issf,brratt3,Bright-rumped Attila (Southern),Attila spadiceus spadiceus/uropygiatus
,16836,spuh,attila1,attila sp.,Attila sp.
,16837,species,siryst3,Choco Sirystes,Sirystes albogriseus
,16838,species,whrsir1,White-rumped Sirystes,Sirystes albocinereus
,16839,species,todsir1,Todd's Sirystes,Sirystes subcanescens
,16840,species,sibsir1,Sibilant Sirystes,Sirystes sibilator
,16843,spuh,siryst1,sirystes sp.,Sirystes sp.
,16844,species,rufcas2,Rufous Casiornis,Casiornis rufus
,16845,species,astcas2,Ash-throated Casiornis,Casiornis fuscus
,16846,species,rufmou1,Rufous Mourner,Rhytipterna holerythra
,16849,species,gramou1,Grayish Mourner,Rhytipterna simplex
,16852,species,pabmou1,Pale-bellied Mourner,Rhytipterna immunda
,16853,species,ruffly1,Rufous Flycatcher,Myiarchus semirufus
,16854,species,yucfly1,Yucatan Flycatcher,Myiarchus yucatanensis
,16858,species,sadfly1,Sad Flycatcher,Myiarchus barbirostris
,16859,species,ducfly,Dusky-capped Flycatcher,Myiarchus tuberculifer
,16860,issf,ducfly3,Dusky-capped Flycatcher (olivascens),Myiarchus tuberculifer olivascens
,16861,issf,ducfly4,Dusky-capped Flycatcher (lawrenceii Group),Myiarchus tuberculifer [lawrenceii Group]
,16870,issf,ducfly6,Dusky-capped Flycatcher (tuberculifer/pallidus),Myiarchus tuberculifer tuberculifer/pallidus
,16873,issf,ducfly5,Dusky-capped Flycatcher (nigriceps/atriceps),Myiarchus tuberculifer nigriceps/atriceps
,16876,species,swafly1,Swainson's Flycatcher,Myiarchus swainsoni
,16877,issf,swafly2,Swainson's Flycatcher (phaeonotus),Myiarchus swainsoni phaeonotus
,16878,issf,swafly4,Swainson's Flycatcher (swainsoni Group),Myiarchus swainsoni [swainsoni Group]
,16882,species,venfly1,Venezuelan Flycatcher,Myiarchus venezuelensis
,16883,species,panfly1,Panama Flycatcher,Myiarchus panamensis
,16886,slash,y00972,Venezuelan/Panama Flycatcher,Myiarchus venezuelensis/panamensis
,16887,species,shcfly1,Short-crested Flycatcher,Myiarchus ferox
,16891,species,apifly1,Apical Flycatcher,Myiarchus apicalis
,16892,species,socfly2,Sooty-crowned Flycatcher,Myiarchus phaeocephalus
,16893,issf,socfly6,Sooty-crowned Flycatcher (phaeocephalus),Myiarchus phaeocephalus phaeocephalus
,16894,issf,socfly7,Sooty-crowned Flycatcher (interior),Myiarchus phaeocephalus interior
,16895,species,paefly1,Pale-edged Flycatcher,Myiarchus cephalotes
,16898,species,astfly,Ash-throated Flycatcher,Myiarchus cinerascens
,16901,species,nutfly,Nutting's Flycatcher,Myiarchus nuttingi
,16902,issf,nutfly1,Nutting's Flycatcher (Nutting's),Myiarchus nuttingi nuttingi/inquietus
,16905,issf,nutfly2,Nutting's Flycatcher (flavidior),Myiarchus nuttingi flavidior
,16906,slash,y01144,Ash-throated/Nutting's Flycatcher,Myiarchus cinerascens/nuttingi
,16907,species,grcfly,Great Crested Flycatcher,Myiarchus crinitus
,16908,species,bncfly,Brown-crested Flycatcher,Myiarchus tyrannulus
,16909,issf,bncfly1,Brown-crested Flycatcher (Arizona),Myiarchus tyrannulus magister
,16910,issf,bncfly5,Brown-crested Flycatcher (Cooper's),Myiarchus tyrannulus [cooperi Group]
,16914,issf,bncfly3,Brown-crested Flycatcher (Ometepe),Myiarchus tyrannulus brachyurus
,16915,issf,bncfly4,Brown-crested Flycatcher (South American),Myiarchus tyrannulus tyrannulus/bahiae
,16918,species,galfly1,Galapagos Flycatcher,Myiarchus magnirostris
,16919,species,grefly1,Grenada Flycatcher,Myiarchus nugator
,16920,species,rutfly1,Rufous-tailed Flycatcher,Myiarchus validus
,16921,species,lasfly,La Sagra's Flycatcher,Myiarchus sagrae
,16924,species,stofly1,Stolid Flycatcher,Myiarchus stolidus
,16927,species,purfly1,Puerto Rican Flycatcher,Myiarchus antillarum
,16928,species,leafly1,Lesser Antillean Flycatcher,Myiarchus oberi
,16933,spuh,myiarc,Myiarchus sp.,Myiarchus sp.
,16934,species,cattyr,Cattle Tyrant,Machetornis rixosa
,16938,species,leskis1,Lesser Kiskadee,Philohydor lictor
,16941,species,grekis,Great Kiskadee,Pitangus sulphuratus
,16952,species,bobfly1,Boat-billed Flycatcher,Megarynchus pitangua
,16953,issf,bobfly3,Boat-billed Flycatcher (Northern),Megarynchus pitangua [mexicanus Group]
,16958,issf,bobfly5,Boat-billed Flycatcher (South American),Megarynchus pitangua pitangua
,16959,issf,bobfly4,Boat-billed Flycatcher (Tumbes),Megarynchus pitangua chrysogaster
,16960,species,rumfly1,Rusty-margined Flycatcher,Myiozetetes cayanensis
,16965,species,socfly1,Social Flycatcher,Myiozetetes similis
,16966,issf,socfly3,Social Flycatcher (Vermilion-crowned),Myiozetetes similis [texensis Group]
,16970,issf,socfly4,Social Flycatcher (Social),Myiozetetes similis [similis Group]
,16974,issf,socfly5,Social Flycatcher (Tumbes),Myiozetetes similis grandis
,16975,slash,y00798,Rusty-margined/Social Flycatcher,Myiozetetes cayanensis/similis
,16976,species,grcfly1,Gray-capped Flycatcher,Myiozetetes granadensis
,16980,species,ducfly2,Dusky-chested Flycatcher,Myiozetetes luteiventris
,16983,slash,y00799,Gray-capped/Dusky-chested Flycatcher,Myiozetetes granadensis/luteiventris
,16984,species,whbfly1,White-bearded Flycatcher,Phelpsia inornata
,16985,species,whrfly,White-ringed Flycatcher,Conopias albovittatus
,16988,species,yetfly2,Yellow-throated Flycatcher,Conopias parvus
,16989,species,thsfly2,Three-striped Flycatcher,Conopias trivirgatus
,16992,slash,y00885,Yellow-throated/Three-striped Flycatcher,Conopias parvus/trivirgatus
,16993,species,lebfly2,Lemon-browed Flycatcher,Conopias cinchoneti
,16996,species,gobfly1,Golden-bellied Flycatcher,Myiodynastes hemichrysus
,17000,species,gocfly1,Golden-crowned Flycatcher,Myiodynastes chrysocephalus
,17001,species,baifly1,Baird's Flycatcher,Myiodynastes bairdii
,17002,species,strfly1,Streaked Flycatcher,Myiodynastes maculatus
,17003,issf,strfly2,Streaked Flycatcher (Northern),Myiodynastes maculatus [maculatus Group]
,17010,issf,strfly3,Streaked Flycatcher (Southern),Myiodynastes maculatus solitarius
,17011,species,subfly,Sulphur-bellied Flycatcher,Myiodynastes luteiventris
,17012,slash,y00607,Streaked/Sulphur-bellied Flycatcher,Myiodynastes maculatus/luteiventris
,17013,species,pirfly1,Piratic Flycatcher,Legatus leucophaius
,17016,species,varfly,Variegated Flycatcher,Empidonomus varius
,17019,species,croslf1,Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus
,17022,species,sulfly1,Sulphury Flycatcher,Tyrannopsis sulphurea
,17023,species,sntkin1,Snowy-throated Kingbird,Tyrannus niveigularis
,17024,species,whtkin1,White-throated Kingbird,Tyrannus albogularis
,17025,species,trokin,Tropical Kingbird,Tyrannus melancholicus
,17029,slash,y00740,White-throated/Tropical Kingbird,Tyrannus albogularis/melancholicus
,17030,species,coukin,Couch's Kingbird,Tyrannus couchii
,17031,slash,y00325,Tropical/Couch's Kingbird,Tyrannus melancholicus/couchii
,17032,species,caskin,Cassin's Kingbird,Tyrannus vociferans
,17035,species,thbkin,Thick-billed Kingbird,Tyrannus crassirostris
,17038,species,weskin,Western Kingbird,Tyrannus verticalis
,17039,hybrid,x01035,Couch's x Western Kingbird (hybrid),Tyrannus couchii x verticalis
,17040,slash,y00619,Cassin's/Western Kingbird,Tyrannus vociferans/verticalis
,17041,spuh,yebkin2,yellow-bellied kingbird sp.,Tyrannus sp. (yellow-bellied)
,17042,species,easkin,Eastern Kingbird,Tyrannus tyrannus
,17043,hybrid,x00718,Western x Eastern Kingbird (hybrid),Tyrannus verticalis x tyrannus
,17044,species,grykin,Gray Kingbird,Tyrannus dominicensis
,17047,hybrid,x00859,Tropical x Gray Kingbird (hybrid),Tyrannus melancholicus x dominicensis
,17048,species,logkin,Loggerhead Kingbird,Tyrannus caudifasciatus
,17049,issf,logkin3,Loggerhead Kingbird (Loggerhead),Tyrannus caudifasciatus [caudifasciatus Group]
,17055,issf,logkin1,Loggerhead Kingbird (Puerto Rico),Tyrannus caudifasciatus taylori
,17056,issf,logkin2,Loggerhead Kingbird (Hispaniolan),Tyrannus caudifasciatus gabbii
,17057,species,giakin1,Giant Kingbird,Tyrannus cubensis
,17058,species,sctfly,Scissor-tailed Flycatcher,Tyrannus forficatus
,17059,hybrid,x01036,Tropical Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus melancholicus x forficatus
,17060,hybrid,x00441,Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus couchii x forficatus
,17061,hybrid,x00442,Western Kingbird x Scissor-tailed Flycatcher (hybrid),Tyrannus verticalis x forficatus
,17062,species,fotfly,Fork-tailed Flycatcher,Tyrannus savana
,17063,issf,fotfly1,Fork-tailed Flycatcher (savana),Tyrannus savana savana
,17064,issf,fotfly2,Fork-tailed Flycatcher (monachus),Tyrannus savana monachus
,17065,issf,fotfly3,Fork-tailed Flycatcher (sanctaemartae),Tyrannus savana sanctaemartae
,17066,issf,fotfly4,Fork-tailed Flycatcher (circumdatus),Tyrannus savana circumdatus
,17067,hybrid,x00408,Tropical Kingbird x Fork-tailed Flycatcher (hybrid),Tyrannus melancholicus x Tyrannus savana
,17068,spuh,tyrann1,Tyrannus sp.,Tyrannus sp.
,17069,spuh,flycat1,new world flycatcher sp.,Tyrannidae sp.
,17071,species,alblyr1,Albert's Lyrebird,Menura alberti
,17072,species,suplyr1,Superb Lyrebird,Menura novaehollandiae
,17077,species,rusbir1,Rufous Scrub-bird,Atrichornis rufescens
,17080,species,nosbir1,Noisy Scrub-bird,Atrichornis clamosus
,17082,species,whecat1,White-eared Catbird,Ailuroedus buccoides
,17083,species,ocbcat1,Ochre-breasted Catbird,Ailuroedus stonii
,17086,species,taccat1,Tan-capped Catbird,Ailuroedus geislerorum
,17089,species,spocat2,Spotted Catbird,Ailuroedus maculosus
,17090,species,huocat1,Huon Catbird,Ailuroedus astigmaticus
,17091,species,bkccat1,Black-capped Catbird,Ailuroedus melanocephalus
,17092,species,norcat1,Northern Catbird,Ailuroedus jobiensis
,17093,species,arfcat1,Arfak Catbird,Ailuroedus arfakianus
,17096,species,spocat1,Black-eared Catbird,Ailuroedus melanotis
,17100,species,grecat1,Green Catbird,Ailuroedus crassirostris
,17101,spuh,auscat1,Australasian catbird sp.,Ailuroedus sp.
,17102,species,tobcat2,Tooth-billed Bowerbird,Scenopoeetes dentirostris
,17103,species,arcbow1,Archbold's Bowerbird,Archboldia papuensis
,17106,species,vogbow2,Vogelkop Bowerbird,Amblyornis inornata
,17107,species,macbow2,MacGregor's Bowerbird,Amblyornis macgregoriae
,17114,species,strbow1,Streaked Bowerbird,Amblyornis subalaris
,17115,species,gofbow1,Golden-fronted Bowerbird,Amblyornis flavifrons
,17116,species,golbow1,Golden Bowerbird,Amblyornis newtoniana
,17117,species,flabow3,Masked Bowerbird,Sericulus aureus
,17118,species,flabow2,Flame Bowerbird,Sericulus ardens
,17119,species,fimbow1,Fire-maned Bowerbird,Sericulus bakeri
,17120,species,regbow1,Regent Bowerbird,Sericulus chrysocephalus
,17121,species,satbow1,Satin Bowerbird,Ptilonorhynchus violaceus
,17124,hybrid,x00961,Regent x Satin Bowerbird (hybrid),Sericulus chrysocephalus x Ptilonorhynchus violaceus
,17125,species,wesbow1,Western Bowerbird,Chlamydera guttata
,17128,species,spobow1,Spotted Bowerbird,Chlamydera maculata
,17129,species,grebow1,Great Bowerbird,Chlamydera nuchalis
,17132,species,yebbow1,Yellow-breasted Bowerbird,Chlamydera lauterbachi
,17135,species,fabbow1,Fawn-breasted Bowerbird,Chlamydera cerviniventris
,17137,species,paptre1,Papuan Treecreeper,Cormobates placens
,17142,species,whttre3,White-throated Treecreeper,Cormobates leucophaea
,17143,issf,whttre1,White-throated Treecreeper (Little),Cormobates leucophaea minor
,17144,issf,whttre4,White-throated Treecreeper (White-throated),Cormobates leucophaea [leucophaea Group]
,17149,species,whbtre2,White-browed Treecreeper,Climacteris affinis
,17152,species,rebtre1,Red-browed Treecreeper,Climacteris erythrops
,17153,species,brotre2,Brown Treecreeper,Climacteris picumnus
,17157,species,bkttre1,Black-tailed Treecreeper,Climacteris melanurus
,17160,species,ruftre3,Rufous Treecreeper,Climacteris rufus
,17161,spuh,austre1,Australian treecreeper sp.,Climacteridae sp.
,17163,species,grygra1,Gray Grasswren,Amytornis barbatus
,17166,species,rufgra1,Rufous Grasswren,Amytornis whitei
,17167,issf,strgra4,Rufous Grasswren (Pilbara),Amytornis whitei whitei
,17168,issf,sangra1,Rufous Grasswren (Sandhill),Amytornis whitei oweni
,17169,species,rusgra1,Opalton Grasswren,Amytornis rowleyi
,17170,species,strgra2,Striated Grasswren,Amytornis striatus
,17171,species,whtgra1,White-throated Grasswren,Amytornis woodwardi
,17172,species,cargra2,Carpentarian Grasswren,Amytornis dorotheae
,17173,species,shtgra1,Short-tailed Grasswren,Amytornis merrotsyi
,17174,species,thbgra1,Western Grasswren,Amytornis textilis
,17175,issf,thbgra2,Western Grasswren (Western),Amytornis textilis textilis
,17176,issf,thbgra3,Western Grasswren (Gawler Ranges),Amytornis textilis myall
,17177,species,thbgra4,Thick-billed Grasswren,Amytornis modestus
,17185,species,blagra1,Black Grasswren,Amytornis housei
,17186,species,eyrgra1,Eyrean Grasswren,Amytornis goyderi
,17187,species,dusgra1,Dusky Grasswren,Amytornis purnelli
,17188,species,kalgra1,Kalkadoon Grasswren,Amytornis ballarae
,17189,species,souemu1,Southern Emuwren,Stipiturus malachurus
,17198,species,rucemu1,Rufous-crowned Emuwren,Stipiturus ruficeps
,17199,species,malemu1,Mallee Emuwren,Stipiturus mallee
,17200,species,walfai1,Wallace's Fairywren,Sipodotus wallacii
,17201,species,orcfai1,Orange-crowned Fairywren,Clytomyias insignis
,17204,species,brbfai1,Broad-billed Fairywren,Chenorhamphus grayi
,17205,species,brbfai2,Campbell's Fairywren,Chenorhamphus campbelli
,17206,species,empfai1,Emperor Fairywren,Malurus cyanocephalus
,17210,species,pucfai2,Purple-crowned Fairywren,Malurus coronatus
,17213,species,rewfai1,Red-winged Fairywren,Malurus elegans
,17214,species,blbfai1,Blue-breasted Fairywren,Malurus pulcherrimus
,17215,species,varfai1,Purple-backed Fairywren,Malurus assimilis
,17216,issf,varfai2,Purple-backed Fairywren (Lavender-flanked),Malurus assimilis dulcis/rogersi
,17219,issf,varfai3,Purple-backed Fairywren (Purple-backed),Malurus assimilis assimilis/bernieri
,17222,species,varfai5,Variegated Fairywren,Malurus lamberti
,17223,slash,y01109,Purple-backed/Variegated Fairywren,Malurus assimilis/lamberti
,17224,species,lovfai1,Lovely Fairywren,Malurus amabilis
,17225,species,splfai1,Splendid Fairywren,Malurus splendens
,17230,species,supfai1,Superb Fairywren,Malurus cyaneus
,17237,species,whwfai1,White-winged Fairywren,Malurus leucopterus
,17238,issf,whwfai2,White-winged Fairywren (Blue-and-white),Malurus leucopterus leuconotus
,17239,issf,whwfai3,White-winged Fairywren (Black-and-white),Malurus leucopterus leucopterus/edouardi
,17242,hybrid,x00409,Superb x White-winged Fairywren (hybrid),Malurus cyaneus x leucopterus
,17243,species,rebfai1,Red-backed Fairywren,Malurus melanocephalus
,17246,hybrid,x00410,Superb x Red-backed Fairywren (hybrid),Malurus cyaneus x melanocephalus
,17247,species,whsfai1,White-shouldered Fairywren,Malurus alboscapulatus
,17254,spuh,fairyw1,fairywren sp.,Malurus sp.
,17256,species,daehon1,Dark-eared Myza,Myza celebensis
,17259,species,grshon1,White-eared Myza,Myza sarasinorum
,17263,slash,y00887,Dark-eared/White-eared Myza,Myza celebensis/sarasinorum
,17264,species,easspi1,Eastern Spinebill,Acanthorhynchus tenuirostris
,17269,species,wesspi1,Western Spinebill,Acanthorhynchus superciliosus
,17270,species,piehon1,Pied Honeyeater,Certhionyx variegatus
,17271,species,plahon1,Plain Honeyeater,Pycnopygius ixoides
,17278,species,marhon1,Marbled Honeyeater,Pycnopygius cinereus
,17282,species,sthhon1,Streak-headed Honeyeater,Pycnopygius stictocephalus
,17283,species,tui1,Tui,Prosthemadera novaeseelandiae
,17287,species,nezbel1,New Zealand Bellbird,Anthornis melanura
,17291,slash,y00407,Tui/New Zealand Bellbird,Prosthemadera novaeseelandiae/Anthornis melanura
,17292,species,chibel1,Chatham Island Bellbird,Anthornis melanocephala
,17293,species,pubhon1,Puff-backed Honeyeater,Meliphaga aruensis
,17296,species,yeshon1,Yellow-spotted Honeyeater,Meliphaga notata
,17299,species,lewhon1,Lewin's Honeyeater,Meliphaga lewinii
,17303,species,stbhon3,Streak-breasted Honeyeater,Territornis reticulata
,17304,species,kimhon1,Kimberley Honeyeater,Territornis fordiana
,17305,species,whlhon1,White-lined Honeyeater,Territornis albilineata
,17306,species,orchon1,Orange-cheeked Honeyeater,Oreornis chrysogenys
,17307,species,forhon1,Forest Honeyeater,Microptilotis montanus
,17314,species,spbmel1,Mottled Honeyeater,Microptilotis mimikae
,17319,species,yeghon1,Yellow-gaped Honeyeater,Microptilotis flavirictus
,17322,species,moumel1,Mountain Honeyeater,Microptilotis orientalis
,17326,species,scrhon1,Scrub Honeyeater,Microptilotis albonotatus
,17329,species,mimhon1,Mimic Honeyeater,Microptilotis analogus
,17335,species,taghon1,Tagula Honeyeater,Microptilotis vicina
,17336,species,grahon2,Graceful Honeyeater,Microptilotis gracilis
,17337,species,grahon5,Cryptic Honeyeater,Microptilotis imitatrix
,17338,species,grahon3,Elegant Honeyeater,Microptilotis cinereifrons
,17341,slash,grahon1,Graceful/Elegant Honeyeater,Microptilotis gracilis/cinereifrons
,17342,spuh,meliph1,Meliphaga/Territornis/Microptilotis sp.,Meliphaga/Territornis/Microptilotis sp.
,17343,species,yelhon1,Yellow Honeyeater,Stomiopera flava
,17346,species,whghon1,White-gaped Honeyeater,Stomiopera unicolor
,17347,species,whfhon1,White-fronted Honeyeater,Purnella albifrons
,17348,species,yefhon1,Yellow-faced Honeyeater,Caligavis chrysops
,17352,species,blthon1,Black-throated Honeyeater,Caligavis subfrenata
,17357,species,obshon1,Obscure Honeyeater,Caligavis obscura
,17360,species,yethon3,Yellow-tufted Honeyeater,Lichenostomus melanops
,17361,issf,yethon4,Yellow-tufted Honeyeater (Yellow-tufted),Lichenostomus melanops melanops/meltoni
,17364,issf,yethon5,Yellow-tufted Honeyeater (Helmeted),Lichenostomus melanops cassidix
,17365,species,pughon1,Purple-gaped Honeyeater,Lichenostomus cratitius
,17368,species,belmin1,Bell Miner,Manorina melanophrys
,17369,species,noimin1,Noisy Miner,Manorina melanocephala
,17374,species,yetmin1,Yellow-throated Miner,Manorina flavigula
,17380,species,blemin1,Black-eared Miner,Manorina melanotis
,17381,hybrid,x00741,Yellow-throated x Black-eared Miner (hybrid),Manorina flavigula x melanotis
,17382,spuh,miner2,miner sp. (Manorina sp.),Manorina sp.
,17383,species,soomel1,Sooty Melidectes,Melidectes fuscus
,17386,species,shbmel1,Short-bearded Melidectes,Melidectes nouhuysi
,17387,species,lobmel1,Long-bearded Melidectes,Melidectes princeps
,17388,species,ornmel1,Ornate Melidectes,Melidectes torquatus
,17395,species,cibmel1,Cinnamon-browed Melidectes,Melidectes ochromelas
,17399,species,vogmel1,Vogelkop Melidectes,Melidectes leucostephes
,17400,species,huomel1,Huon Melidectes,Melidectes foersteri
,17401,species,belmel1,Belford's Melidectes,Melidectes belfordi
,17407,species,yebmel1,Yellow-browed Melidectes,Melidectes rufocrissalis
,17410,hybrid,x00742,Belford's x Yellow-browed Melidectes (hybrid),Melidectes belfordi x rufocrissalis
,17411,slash,y01063,Belford's/Yellow-browed Melidectes,Melidectes belfordi/rufocrissalis
,17412,spuh,melide1,melidectes sp.,Melidectes sp.
,17413,species,brihon1,Bridled Honeyeater,Bolemoreus frenatus
,17414,species,eunhon1,Eungella Honeyeater,Bolemoreus hindwoodi
,17415,species,spchon1,Spiny-cheeked Honeyeater,Acanthagenys rufogularis
,17416,species,bruwat1,Little Wattlebird,Anthochaera chrysoptera
,17420,species,litwat1,Western Wattlebird,Anthochaera lunulata
,17421,species,reghon1,Regent Honeyeater,Anthochaera phrygia
,17422,species,redwat1,Red Wattlebird,Anthochaera carunculata
,17426,species,yelwat1,Yellow Wattlebird,Anthochaera paradoxa
,17429,spuh,wattle1,wattlebird sp.,Anthochaera sp.
,17430,species,varhon1,Varied Honeyeater,Gavicalis versicolor
,17435,species,manhon1,Mangrove Honeyeater,Gavicalis fasciogularis
,17436,species,sinhon1,Singing Honeyeater,Gavicalis virescens
,17441,spuh,gavica1,Gavicalis sp.,Gavicalis sp.
,17442,species,yephon1,Yellow-plumed Honeyeater,Ptilotula ornata
,17443,species,whphon1,White-plumed Honeyeater,Ptilotula penicillata
,17448,species,yethon2,Yellow-tinted Honeyeater,Ptilotula flavescens
,17451,species,fushon1,Fuscous Honeyeater,Ptilotula fusca
,17454,species,gyhhon1,Gray-headed Honeyeater,Ptilotula keartlandi
,17455,species,gyfhon1,Gray-fronted Honeyeater,Ptilotula plumula
,17459,species,bouhon1,Bougainville Honeyeater,Stresemannia bougainvillei
,17460,species,brbhon1,Brown-backed Honeyeater,Ramsayornis modestus
,17461,species,babhon1,Bar-breasted Honeyeater,Ramsayornis fasciatus
,17462,species,rubhon2,Rufous-banded Honeyeater,Conopophila albogularis
,17465,species,ruthon1,Rufous-throated Honeyeater,Conopophila rufogularis
